"res","f1","f2","f3","f4","f5","f6","f7","f8"
3,36,25,61,261,17,11,40,169
3,31,57,80,175,22,29,51,128
3,43,53,66,224,26,20,32,168
3,53,46,80,215,32,23,44,154
3,39,84,88,208,26,38,51,160
3,45,17,67,244,25,5,41,162
3,49,36,70,202,29,13,36,149
3,46,34,57,219,29,16,32,173
3,44,30,82,203,29,13,54,150
3,48,52,109,250,30,25,66,190
3,43,73,99,310,25,29,43,197
3,48,33,73,265,34,14,46,162
3,49,39,87,212,25,20,54,142
3,46,27,72,212,24,13,49,165
3,39,19,64,234,21,7,40,166
3,54,47,98,242,30,21,56,172
3,58,40,85,199,39,18,51,140
3,43,36,78,237,24,19,55,168
3,51,46,95,236,30,23,66,144
3,31,32,86,204,16,13,47,128
3,47,46,72,212,27,21,45,172
3,21,57,95,180,12,28,53,128
3,20,43,70,174,12,18,42,128
3,54,22,60,223,30,10,35,149
4,97,47,43,130,69,20,23,80
4,110,47,44,125,54,21,21,78
4,86,38,39,132,60,18,20,83
4,64,26,35,112,37,7,16,70
4,113,30,53,188,65,12,25,103
4,129,76,58,134,84,36,35,87
4,149,70,53,127,94,30,34,79
4,152,44,45,147,111,24,31,84
4,207,117,79,122,140,66,45,78
4,173,64,70,124,111,33,39,68
4,160,67,56,120,118,42,36,72
4,243,143,75,136,150,49,40,85
4,230,79,68,206,154,45,41,103
4,219,99,87,158,152,56,55,91
4,177,66,64,118,92,31,35,76
4,149,55,55,125,100,26,35,69
4,121,43,50,111,80,27,31,67
4,194,82,68,159,104,43,36,102
4,151,59,63,118,97,30,42,72
4,140,92,64,117,104,46,39,72
4,120,59,49,132,73,28,30,84
4,227,109,81,119,145,52,47,75
4,272,104,100,119,157,52,57,82
4,274,156,113,149,135,69,56,97
4,192,81,109,155,115,38,54,95
4,182,65,66,120,107,30,35,75
4,186,126,97,150,110,51,55,88
4,118,38,58,128,72,16,35,69
4,172,56,75,151,110,26,36,88
4,142,62,62,146,97,27,33,87
4,85,77,61,130,51,37,36,84
4,99,108,88,120,60,51,47,77
4,112,112,67,134,65,53,43,86
4,106,53,58,171,64,34,38,102
4,81,46,66,154,48,21,40,86
4,126,58,65,128,80,20,33,85
4,88,48,68,143,55,26,40,85
4,87,62,73,147,52,25,40,96
4,87,48,44,135,60,23,26,94
4,115,40,62,118,60,19,35,68
4,94,51,65,129,55,20,35,80
4,125,101,86,156,79,53,48,96
4,134,47,66,112,80,19,38,66
4,159,46,65,161,94,21,44,97
4,130,46,68,135,91,18,37,76
4,118,103,70,114,76,50,44,74
4,191,70,90,135,132,37,55,83
4,111,53,70,101,74,20,40,63
4,105,58,59,116,72,29,34,76
4,124,68,65,125,83,32,34,79
