"res","f1","f2","f3","f4","f5","f6","f7","f8"
1,194,584,319,122,126,418,152,69
1,199,680,413,123,145,455,234,88
1,164,454,240,123,97,291,144,71
1,135,431,264,113,90,287,183,74
1,123,411,267,115,107,342,200,78
1,350,866,419,146,190,529,298,89
1,205,780,527,114,153,542,342,87
1,199,544,287,147,150,399,166,89
1,164,435,233,134,122,398,137,88
1,242,837,352,128,132,468,230,91
1,191,545,334,149,120,364,224,108
1,138,521,282,104,78,358,170,64
1,215,633,296,132,129,387,178,82
1,136,359,167,86,89,245,126,68
1,226,594,251,124,165,409,166,78
1,190,583,253,110,128,401,152,72
1,242,593,281,142,112,392,198,85
1,198,533,286,111,136,394,207,80
1,213,621,276,149,115,344,175,92
1,150,552,467,128,96,342,235,99
1,221,614,259,135,117,343,180,91
1,184,603,295,128,118,368,174,86
1,163,501,292,110,95,364,197,57
1,185,601,370,133,121,413,236,89
1,150,486,372,135,91,343,230,74
1,132,434,256,109,62,228,177,77
1,164,512,353,139,96,324,224,91
1,152,453,396,112,100,306,216,70
1,149,449,339,141,105,357,225,73
1,120,349,203,136,91,289,172,91
1,193,563,341,148,120,373,194,89
1,178,478,286,133,124,284,163,76
1,269,811,352,115,150,502,232,70
1,136,426,284,105,88,319,169,65
1,155,506,297,107,98,383,187,71
2,90,20,190,374,52,10,98,274
2,253,30,127,326,174,15,71,253
2,179,31,235,413,91,15,105,307
2,179,44,208,408,137,25,112,281
2,103,32,278,330,74,14,147,181
2,226,2,135,241,84,0,71,160
2,134,23,213,236,65,8,109,202
2,354,36,179,271,136,10,73,203
2,154,18,234,261,107,8,124,192
2,269,31,170,393,138,22,100,258
2,91,10,139,257,65,4,78,194
2,117,23,212,299,68,12,136,212
2,210,11,84,278,122,3,59,208
2,131,34,172,384,90,18,92,269
2,215,28,136,205,116,12,93,147
2,204,40,171,270,120,18,62,208
2,190,7,152,256,97,2,66,189
2,318,26,169,277,167,7,107,193
2,127,47,215,282,92,18,110,211
2,282,45,187,304,177,30,112,226
2,332,29,111,228,101,4,53,194
2,169,20,108,319,116,8,61,211
2,254,12,209,242,152,5,104,186
2,237,24,190,308,166,10,92,226
2,239,41,292,216,146,16,123,158
2,391,33,148,297,218,14,71,217
2,349,17,129,235,171,7,59,196
2,254,15,192,249,109,6,101,181
2,244,6,144,251,147,2,87,159
2,218,14,143,245,141,6,76,187
2,206,17,229,304,151,9,118,244
2,276,30,120,335,184,12,72,201
2,220,17,158,268,105,8,101,211
2,249,49,180,315,131,13,77,185
2,291,16,135,210,124,8,91,147
2,247,21,193,271,128,9,90,215
2,281,18,113,311,178,10,69,235
2,184,27,147,264,113,10,70,214
2,255,35,175,333,159,15,129,225
2,294,46,145,331,168,16,63,254
2,206,20,137,302,124,9,78,206
2,293,24,173,293,174,11,69,207
2,187,25,166,299,120,10,94,222
2,223,13,182,283,99,7,88,197
2,232,22,68,299,163,9,43,219
2,281,38,107,259,130,15,53,189
2,208,0,83,269,125,0,55,199
2,270,15,126,173,135,6,68,134
2,226,28,48,257,162,10,34,176
2,270,30,156,208,143,8,68,158
2,364,45,155,244,175,15,88,199
2,198,12,122,228,104,5,66,150
2,224,1,171,252,111,0,91,173
2,146,34,179,294,80,9,77,193
2,276,25,85,283,168,7,58,205
2,179,8,75,289,106,3,51,208
2,168,4,51,223,94,1,31,139
2,168,25,84,235,122,10,66,153
2,147,11,71,245,98,4,43,170
2,160,9,56,262,99,3,38,192
2,235,33,53,194,109,12,38,157
2,261,36,72,226,133,12,52,186
2,203,2,49,206,83,0,28,157
2,309,31,69,242,186,11,44,191
2,137,19,47,229,74,6,30,146
2,257,49,70,267,131,18,46,193
2,254,11,95,214,130,4,56,144
2,212,33,173,298,155,15,88,220
2,265,9,221,247,184,2,89,190
2,258,40,70,290,173,20,47,215
2,250,0,240,223,137,0,144,206
2,356,25,234,267,210,8,154,223
2,289,17,153,230,173,7,61,166
2,331,41,221,243,207,15,102,181
2,163,11,164,242,118,3,69,178
2,182,17,190,329,121,7,101,285
2,383,30,252,380,251,17,155,256
2,290,37,220,345,171,18,109,217
2,399,49,208,393,236,30,121,280
2,144,36,285,326,86,20,164,235
2,179,8,158,239,123,3,68,170
2,243,40,105,362,139,19,79,224
2,277,36,53,256,139,12,32,177
2,248,26,98,279,170,11,58,226
2,280,29,89,284,165,11,61,184
2,196,16,67,312,125,6,39,178
2,255,28,67,309,131,11,60,171
2,265,12,133,248,175,3,61,188
2,243,36,148,236,148,12,51,163
2,212,7,137,243,123,3,84,158
2,204,19,151,242,127,10,73,171
2,337,38,156,285,204,17,100,152
2,276,36,277,274,156,15,118,224
2,177,11,170,275,111,4,90,167
2,283,26,137,273,140,8,72,180
2,254,32,268,312,152,18,160,209
2,250,40,114,339,143,17,69,209
2,179,21,128,389,124,8,64,269
2,235,37,191,267,140,17,103,209
2,294,31,183,417,167,11,88,322
3,59,15,47,220,30,4,25,144
3,26,0,32,172,17,0,20,135
3,47,7,48,251,30,2,30,167
3,10,0,48,207,5,0,31,150
3,38,13,45,176,21,5,26,117
3,71,25,62,209,38,8,40,167
3,54,24,63,214,27,9,34,149
3,15,8,47,196,8,2,23,143
3,25,3,33,193,10,1,20,139
3,30,13,35,174,15,3,21,119
3,36,13,67,180,19,7,42,140
3,54,19,52,254,36,8,31,210
3,32,12,44,214,22,4,26,144
3,38,34,67,209,25,14,39,161
3,61,16,55,258,39,7,39,164
3,68,31,70,184,50,14,44,140
3,31,5,26,167,13,2,15,113
3,46,17,69,228,33,4,41,151
3,60,27,79,271,39,13,46,193
3,61,20,63,280,35,10,37,170
3,44,0,39,193,24,0,26,137
3,62,20,52,192,32,7,28,136
3,39,17,73,199,20,5,42,160
3,61,59,97,292,37,26,55,173
3,60,20,60,279,43,6,33,228
3,70,14,42,203,44,6,29,130
3,48,9,53,202,29,4,27,145
3,51,26,42,185,19,6,26,129
3,38,9,45,238,25,3,28,176
3,37,9,47,205,25,4,29,131
3,81,33,58,263,41,12,32,144
3,67,12,44,227,39,5,21,166
3,18,2,29,150,8,0,15,108
3,80,34,59,183,55,16,40,137
3,56,28,63,195,38,11,37,138
3,56,12,52,263,40,5,34,196
3,36,6,47,193,20,2,21,150
3,67,26,66,164,44,11,47,117
3,49,71,134,175,27,26,62,120
3,44,20,69,289,23,7,45,208
3,43,39,106,228,28,17,76,151
3,40,33,74,204,17,14,46,172
3,41,57,105,186,19,28,61,129
3,43,12,58,254,27,3,34,188
3,52,16,41,170,30,8,29,144
3,39,61,106,248,21,39,56,158
3,52,56,94,216,32,21,49,160
3,48,21,76,209,27,8,50,136
3,31,6,42,218,19,2,29,146
3,72,59,109,317,59,38,85,201
3,40,6,43,189,22,1,25,133
3,80,62,117,251,44,38,87,168
3,59,32,83,202,38,21,41,127
3,51,73,139,212,35,43,87,158
3,63,72,103,288,36,26,50,192
3,51,17,69,213,27,7,47,131
3,70,82,124,218,38,38,77,136
3,74,79,156,212,44,39,79,147
3,39,29,56,185,20,13,36,123
3,113,41,79,187,63,19,51,128
3,108,19,56,261,50,6,37,159
3,19,64,117,181,8,18,45,135
3,44,25,87,194,28,13,65,144
3,52,27,83,244,38,13,52,151
3,45,40,90,203,33,17,48,137
3,84,49,80,245,50,26,46,181
3,84,44,51,246,42,6,23,119
3,20,0,41,192,9,0,22,122
3,65,14,66,230,39,6,43,144
3,49,54,101,197,22,29,64,108
3,85,12,81,236,43,4,62,130
3,44,35,92,172,22,18,52,126
3,81,30,72,194,49,9,29,121
3,99,45,88,209,49,30,67,155
3,58,40,70,241,28,11,45,156
3,75,71,98,283,37,40,70,197
3,101,73,111,249,30,30,66,148
3,77,23,73,282,40,10,26,178
3,59,44,75,245,37,18,33,174
3,42,24,91,160,21,12,55,109
3,40,12,46,266,22,6,30,186
3,66,27,86,241,55,16,55,162
3,90,45,77,183,44,24,56,129
3,76,8,86,177,56,2,45,95
3,62,36,82,166,42,15,46,121
3,66,30,80,376,37,17,59,213
3,33,0,27,213,19,0,16,129
3,73,35,100,158,38,15,63,113
3,90,34,96,210,38,14,67,125
3,54,42,76,178,25,21,43,130
3,60,31,74,266,31,17,56,146
3,123,41,98,257,59,21,55,171
3,48,43,90,294,35,27,60,195
3,78,51,85,168,34,18,61,114
3,50,35,120,238,25,18,77,186
3,44,54,96,173,23,19,71,127
3,84,51,93,205,47,26,60,131
3,116,52,79,260,68,26,55,183
3,90,48,78,213,62,32,62,170
3,79,157,249,341,53,107,180,204
4,140,86,91,159,107,43,57,98
4,156,74,78,145,94,49,50,88
4,183,86,85,119,114,36,53,81
4,93,58,44,116,56,34,27,76
4,151,77,64,157,100,39,39,96
4,218,131,77,108,142,81,50,78
4,232,104,86,123,164,58,57,74
4,147,72,84,150,108,41,52,97
4,112,65,49,137,90,38,31,78
4,137,56,73,113,97,34,40,79
4,172,91,61,142,121,51,38,74
4,121,72,60,122,88,23,34,88
4,175,62,61,105,95,31,36,76
4,242,92,102,97,144,56,67,57
4,164,108,84,134,130,61,57,102
4,175,131,81,136,101,55,62,85
4,161,136,72,128,106,76,47,80
4,103,52,61,123,55,23,41,72
4,381,184,117,135,218,87,56,86
4,130,83,86,120,94,58,52,77
4,191,117,84,151,125,58,51,108
4,173,98,69,164,125,57,45,102
4,122,67,64,144,80,42,37,88
4,242,178,107,132,136,83,64,74
4,112,58,43,145,77,31,27,90
4,151,71,58,109,100,39,44,74
4,90,53,64,124,54,27,36,72
4,174,65,71,146,137,37,44,84
4,178,95,78,148,107,52,47,104
4,233,188,116,112,150,77,73,83
4,310,193,112,110,132,72,78,76
4,195,107,84,159,138,67,62,98
4,158,77,91,126,110,38,59,75
4,160,31,66,118,109,18,38,66
4,145,86,54,107,112,46,40,76
4,136,54,43,132,108,38,29,79
4,245,161,103,123,198,92,61,65
4,221,111,101,122,114,61,53,63
4,198,126,101,123,126,69,68,77
4,102,44,62,143,86,30,39,92
4,102,77,58,142,75,42,41,79
4,165,113,73,132,97,50,44,93
4,112,65,59,119,62,32,36,74
4,166,76,52,120,81,26,34,80
4,98,61,49,118,77,31,29,76
4,222,167,94,124,130,93,57,77
4,89,17,58,88,57,10,38,61
4,113,37,52,119,67,18,36,70
4,102,46,62,137,70,32,46,83
4,96,63,77,126,69,33,53,83
4,119,49,69,131,93,27,50,87
4,130,63,107,109,91,35,62,74
4,89,62,87,160,69,31,55,93
4,110,46,69,133,89,29,47,87
4,198,96,76,145,182,67,60,87
4,150,77,63,104,102,45,47,74
4,67,38,51,109,51,21,37,77
4,179,113,75,130,118,47,46,84
4,157,108,62,132,101,42,38,78
4,110,47,56,144,77,29,34,88
4,177,79,66,133,136,50,49,89
4,139,91,58,178,85,32,31,99
4,145,102,65,110,110,68,42,69
4,100,66,61,132,74,25,37,93
4,151,103,81,106,130,71,67,68
4,153,97,70,121,90,39,51,81
4,64,50,57,123,49,27,40,89
4,93,72,40,100,55,39,32,64
4,34,8,24,80,20,2,15,53
4,149,90,74,122,107,52,51,81
4,191,126,77,116,115,66,52,71
4,116,88,59,147,82,46,40,83
4,232,176,116,132,114,80,75,75
4,94,60,89,133,75,39,55,66
4,79,43,55,148,49,14,38,91
4,75,48,51,132,38,19,30,87
4,146,83,72,126,102,46,50,72
4,114,36,37,132,77,20,27,74
4,128,83,69,126,83,41,39,65
4,91,48,41,89,59,22,28,56
4,151,76,60,107,98,43,40,67
4,57,40,69,102,36,22,38,56
4,138,54,85,154,77,29,37,96
4,144,47,58,146,108,30,43,117
4,132,96,66,172,106,65,58,103
4,144,67,76,127,74,22,36,86
4,80,49,58,118,54,25,42,82
4,99,51,52,104,77,31,32,64
4,140,101,75,133,88,52,55,78
4,127,53,62,107,92,30,40,67
4,89,67,54,143,62,40,38,104
4,120,55,61,118,112,39,46,75
4,127,94,59,124,70,50,39,89
4,184,122,82,125,109,67,60,94
4,87,53,74,128,62,26,56,98
4,103,72,56,123,59,35,41,73
4,83,49,67,111,48,24,52,65
4,124,55,75,154,104,33,50,101
4,323,244,136,128,225,163,104,79
4,230,176,126,168,140,119,98,123
