"res","f1","f2","f3","f4","f5","f6","f7","f8"
3,1,1,2,5,60,87,87,188
3,1,1,1,3,58,75,70,129
3,1,0,2,6,66,73,84,217
3,1,0,1,5,53,67,78,194
3,1,1,1,4,52,86,70,142
3,1,1,1,5,46,78,62,193
3,2,0,1,4,67,71,72,144
3,1,0,1,4,62,70,69,152
3,1,0,1,5,48,70,67,203
3,1,1,1,5,53,81,80,193
3,1,0,1,5,64,74,79,215
3,1,0,1,3,43,54,77,128
3,1,0,1,4,37,69,73,191
3,2,1,1,4,65,74,70,179
3,1,0,1,4,64,69,71,192
3,1,1,2,4,57,77,87,160
3,1,1,1,5,40,70,68,189
3,1,1,1,4,50,85,87,175
3,1,0,1,5,59,68,73,177
3,1,0,1,4,53,77,75,182
3,1,1,1,5,46,87,70,186
3,1,0,1,5,44,81,87,173
3,1,0,1,4,56,65,61,195
3,1,0,1,4,63,67,89,166
4,3,1,1,5,124,142,85,220
4,4,1,1,4,145,112,74,181
4,4,1,1,5,164,138,74,220
4,3,1,1,5,106,113,54,198
4,3,1,1,4,146,99,56,172
4,3,1,1,3,129,120,73,121
4,3,1,1,4,150,119,73,157
4,5,1,2,4,177,144,76,170
4,3,1,1,5,131,130,71,181
4,3,1,1,5,122,119,74,171
4,4,1,1,5,145,105,69,231
4,4,1,1,6,168,113,67,238
4,4,1,1,5,161,140,74,217
4,3,1,1,5,136,106,72,201
4,4,1,1,4,142,121,83,136
4,4,1,2,5,152,174,95,211
4,4,1,1,6,168,127,70,178
4,4,1,1,6,165,154,86,242
4,3,1,1,5,124,120,73,191
4,3,1,1,5,117,129,78,198
4,2,1,1,4,120,122,74,155
4,3,1,1,5,136,114,85,195
4,3,1,1,6,124,109,57,208
4,3,1,1,4,125,131,71,183
4,3,1,1,5,112,132,76,183
4,3,1,1,4,117,114,64,158
4,3,1,2,4,109,142,89,164
4,2,1,1,5,128,105,53,156
4,3,1,1,5,109,109,57,204
4,4,2,1,4,148,185,82,165
4,4,1,1,3,172,111,62,147
4,3,1,1,5,115,112,62,195
4,3,1,1,5,132,117,70,188
4,3,1,1,3,137,114,66,121
4,3,1,1,3,105,99,58,144
4,2,1,1,4,123,86,48,151
4,3,1,1,3,120,106,66,131
4,2,1,1,3,105,81,58,133
4,3,1,1,4,107,96,56,142
4,3,1,1,4,118,97,57,153
4,3,1,1,4,123,133,71,148
4,3,1,1,3,130,114,72,141
4,3,1,1,4,134,129,75,136
4,2,1,1,4,101,110,64,156
4,3,1,1,4,162,125,58,145
4,3,1,1,4,146,109,63,175
4,4,1,1,7,213,138,71,210
4,3,1,1,5,105,89,59,180
4,3,1,1,4,128,141,70,161
4,2,1,1,4,124,89,61,160
