1,529,364,102,522
1,587,569,150,755
1,603,334,156,484
1,509,364,113,652
1,553,481,122,717
1,535,234,212,470
1,515,317,121,469
1,494,289,85,425
1,508,362,114,681
1,471,347,87,495
1,531,276,128,429
1,537,344,84,753
1,536,331,80,530
1,560,304,192,785
1,562,370,142,595
1,588,334,125,1112
1,518,259,35,837
1,527,315,61,621
1,567,296,153,559
1,495,472,128,921
1,561,322,94,475
1,615,451,115,1035
1,586,454,523,893
1,607,372,171,658
1,598,384,166,549
1,644,441,211,436
1,522,323,153,627
1,580,362,119,543
1,534,406,186,817
1,501,353,261,888
1,547,285,92,678
1,584,364,267,533
1,623,471,250,438
1,515,361,136,501
1,571,473,126,745
1,528,391,190,746
1,598,338,175,542
1,602,318,145,1078
1,527,329,268,493
1,639,320,85,525
1,580,358,231,488
1,564,302,134,625
1,562,281,185,740
1,536,273,39,581
1,561,388,134,532
1,612,323,131,828
1,568,318,133,734
1,583,312,241,916
1,587,444,171,719
1,667,417,166,885
1,626,433,265,868
1,624,387,162,674
1,695,407,139,659
1,590,321,256,766
1,587,383,113,680
1,569,412,180,755
1,537,336,114,553
1,570,260,95,596
1,577,309,111,577
1,611,383,128,583
1,546,371,205,789
1,612,362,132,552
1,624,352,90,654
1,602,379,85,533
1,544,243,180,441
1,617,319,61,668
1,597,391,150,577
1,601,320,136,716
1,597,424,145,818
1,635,394,116,669
1,625,360,131,671
1,648,252,144,435
1,547,306,109,649
1,597,410,105,647
1,634,402,125,717
1,622,384,98,869
1,538,362,152,542
1,555,266,85,653
1,495,268,93,573
1,578,338,145,462
1,678,427,173,1216
1,618,457,181,570
1,623,348,141,587
1,585,333,109,716
1,563,370,159,534
1,552,398,156,570
1,600,401,205,584
1,573,295,130,689
1,643,360,109,801
1,594,340,65,710
1,576,403,152,726
1,557,387,168,673
1,663,372,179,574
1,555,369,145,666
1,522,362,194,647
1,544,290,72,462
1,513,280,217,526
1,531,362,160,666
1,545,315,117,519
1,564,390,93,868
1,622,413,130,581
1,532,326,163,628
1,562,324,119,917
1,548,322,73,583
1,550,270,107,689
1,544,320,169,605
1,696,424,112,600
1,491,260,84,382
1,499,336,77,712
1,536,459,187,561
1,561,409,176,393
1,561,290,107,467
1,551,316,184,595
1,556,345,58,412
1,639,329,58,549
1,609,387,67,566
1,586,374,134,440
1,569,355,133,619
1,644,376,156,642
1,560,341,106,477
1,618,357,149,514
1,523,437,153,678
1,549,328,103,577
1,620,378,222,869
1,562,369,145,737
1,581,318,178,700
1,627,440,212,678
1,593,388,148,677
1,641,342,130,1186
1,574,304,102,605
1,637,518,267,627
1,586,259,173,449
1,644,377,106,691
1,582,350,80,753
1,612,361,130,866
1,626,357,145,929
1,617,285,82,552
1,544,271,114,552
1,526,314,84,690
1,578,254,220,642
1,653,344,128,846
1,687,392,128,836
1,501,261,116,682
1,682,365,111,744
1,610,368,110,890
1,566,323,124,568
1,599,367,140,586
1,593,266,82,586
1,609,374,216,556
1,576,496,184,1059
1,605,341,197,807
1,646,406,274,480
1,605,324,61,823
1,667,369,156,518
1,536,340,116,731
1,594,321,73,511
1,593,431,113,804
1,602,303,107,878
1,620,450,241,571
1,531,354,190,671
1,625,283,66,559
1,501,314,156,602
1,670,386,185,713
1,543,283,81,776
1,632,364,67,832
1,568,374,138,573
1,601,473,169,473
1,637,343,102,763
1,604,332,113,592
1,593,404,212,735
1,555,330,160,577
1,565,339,114,639
1,642,351,101,1014
1,536,295,162,580
1,483,264,144,531
1,554,280,98,573
1,570,319,153,587
1,579,366,205,521
1,666,371,206,454
1,675,507,252,664
1,572,346,235,699
1,503,299,83,495
1,606,327,109,913
1,548,269,84,641
1,533,425,208,607
1,528,277,116,757
1,538,341,133,533
1,598,350,159,659
1,550,364,128,904
1,540,347,222,731
1,565,315,151,574
1,529,297,96,734
1,582,387,136,771
1,567,367,131,623
1,565,409,198,1045
1,563,359,233,989
1,582,276,69,511
1,640,269,78,492
1,607,389,131,863
1,579,368,139,490
1,509,324,135,595
1,563,282,45,683
1,594,324,85,1069
1,617,565,205,819
1,592,373,164,644
1,602,308,113,681
1,619,388,192,812
1,637,417,217,726
1,625,332,86,677
1,619,369,205,857
1,659,317,119,753
1,564,383,93,813
1,576,289,119,849
1,616,347,218,610
1,579,324,107,792
1,650,390,95,716
1,624,331,97,722
1,605,480,157,669
1,531,232,178,518
1,627,274,206,887
1,589,366,175,1084
1,581,353,168,586
1,682,338,160,735
1,591,455,147,653
1,624,408,156,707
1,577,343,178,643
1,657,405,156,722
1,547,351,120,1106
1,591,391,198,1037
1,510,342,85,603
1,588,336,121,658
1,636,461,218,676
1,554,332,114,446
1,532,293,254,693
1,535,367,185,733
1,583,380,138,487
1,697,387,132,933
1,569,301,77,597
1,566,304,93,538
1,460,440,186,737
1,571,431,163,513
1,490,341,127,956
1,567,298,147,602
1,482,316,105,1026
1,534,385,135,533
1,546,326,124,548
1,520,429,225,758
1,563,567,270,627
1,510,405,227,949
1,593,445,215,1261
1,599,460,147,820
1,654,319,110,598
1,589,346,36,603
1,526,441,115,697
1,540,390,90,534
1,564,320,179,1078
1,566,462,255,457
1,565,272,91,597
1,471,338,83,466
1,527,314,171,594
1,509,346,91,1046
1,587,489,283,1126
1,532,314,244,1093
1,524,311,213,542
1,614,512,300,725
1,540,357,127,661
1,607,375,84,1321
1,603,347,75,472
1,623,298,50,652
1,635,342,193,782
1,603,378,170,587
1,584,399,133,867
1,707,394,134,535
1,666,406,131,556
1,629,355,280,594
1,582,295,91,571
1,675,460,145,722
1,594,255,206,731
1,631,348,174,684
1,612,312,84,789
1,598,337,236,686
1,596,394,176,824
1,626,444,288,482
1,682,462,281,694
1,616,527,373,640
1,823,380,144,813
1,643,328,129,582
1,671,371,131,570
1,669,318,334,613
1,546,426,103,526
1,622,348,117,504
1,712,318,156,629
1,587,357,150,534
1,571,375,64,494
1,631,639,160,431
1,575,309,52,524
1,575,327,127,404
1,668,366,197,471
1,574,438,352,434
1,662,461,136,434
1,619,518,150,484
1,640,339,91,618
1,542,309,93,787
1,550,652,319,953
1,633,366,198,622
1,650,379,180,602
1,540,362,245,719
1,551,332,194,611
1,718,481,220,658
1,550,370,75,484
1,603,504,217,768
1,536,324,113,529
1,524,382,194,533
1,588,347,76,522
1,571,408,162,989
1,556,326,260,519
1,557,376,116,935
1,582,450,378,811
1,503,492,124,501
1,560,369,231,759
1,611,337,180,601
1,579,444,121,734
1,590,303,129,823
1,563,311,88,663
1,541,424,115,648
1,528,428,221,498
1,605,374,245,550
1,646,418,138,690
1,566,391,167,576
1,645,460,96,595
1,599,390,168,724
1,588,363,102,752
1,650,302,75,518
1,573,434,206,535
1,584,396,129,684
1,588,365,215,694
1,600,404,168,586
1,570,353,142,584
1,667,306,245,603
1,578,398,141,710
1,605,459,154,546
1,645,378,302,646
1,597,330,130,623
