0,637,1077,646,536
0,603,1419,1218,430
0,707,663,269,579
0,674,532,307,430
0,598,1078,777,617
0,679,1275,862,446
0,569,1014,658,431
0,593,1354,1007,550
0,575,560,230,428
0,558,569,417,524
0,701,722,371,546
0,701,1251,898,526
0,627,1063,792,561
0,609,479,266,613
0,623,1203,881,501
0,721,718,465,506
0,563,813,600,481
0,573,1086,673,415
0,639,654,377,485
0,592,586,360,476
0,596,549,382,419
0,633,690,551,468
0,557,688,458,564
0,580,656,350,409
0,646,889,673,588
0,563,978,703,428
0,657,675,509,534
0,704,1668,1318,494
0,689,507,241,558
0,678,511,349,461
0,576,1011,794,650
0,624,568,431,488
0,585,626,495,459
0,621,577,386,556
0,613,1130,940,571
0,661,474,264,387
0,698,805,568,494
0,610,635,275,423
0,593,687,445,518
0,680,582,278,479
0,626,1339,1137,438
0,553,874,559,406
0,558,1202,910,511
0,643,569,266,383
0,701,1043,479,457
0,600,662,380,640
0,639,537,273,413
0,672,603,473,532
0,698,523,393,518
0,745,1323,787,398
0,619,820,654,575
0,564,725,443,531
0,596,673,484,367
0,627,923,530,498
0,587,585,336,409
0,615,520,324,419
0,582,553,246,463
0,629,1155,864,466
0,720,739,657,396
0,630,707,471,409
0,589,840,574,413
0,654,806,400,501
0,560,601,536,415
0,666,1177,803,486
0,653,521,351,431
0,645,763,479,464
0,578,586,290,412
0,552,674,497,470
0,620,533,241,383
0,600,629,261,407
0,644,902,729,475
0,662,497,375,417
0,620,759,529,461
0,598,668,350,448
0,591,568,362,438
0,620,674,393,468
0,625,625,312,490
0,671,430,322,410
0,642,652,408,550
0,610,615,424,572
0,578,783,454,562
0,612,420,158,478
0,643,782,470,459
0,604,900,576,478
0,620,629,415,530
0,594,880,595,402
0,640,498,260,542
0,584,624,386,499
0,704,609,487,518
0,639,954,632,496
0,582,1174,876,531
0,591,884,668,478
0,545,1276,913,427
0,659,549,492,544
0,609,1335,1010,450
0,624,416,212,494
0,637,618,295,432
0,665,406,391,534
0,584,770,502,461
0,588,877,705,488
0,600,788,508,437
0,593,490,243,407
0,668,791,507,406
0,530,1195,989,495
0,571,575,295,523
0,656,1201,696,411
0,651,726,474,446
0,625,524,341,460
0,607,1094,717,508
0,584,409,197,430
0,583,530,306,436
0,573,1010,870,518
0,593,532,346,460
0,653,705,409,419
0,611,674,502,428
0,622,830,551,526
0,572,464,352,455
0,599,1113,849,495
0,679,573,328,525
0,707,845,574,497
0,626,503,355,405
0,618,412,225,489
0,580,895,838,413
